,Amount,Consume,Necessity,Days
8764,387,21,Low,15
8765,453,19,Low,22
8766,425,5,Low,74
8767,937,26,Medium,32
8768,608,26,Low,21
8769,156,23,High,7
8770,669,37,Medium,19
8771,314,41,Low,11
8772,254,37,Low,6
8773,128,8,High,15
8774,204,31,High,8
8775,832,4,Low,169
8776,296,35,Low,7
8777,580,19,Low,29
8778,907,7,Low,119
8779,997,43,Low,20
8780,587,31,High,18
8781,778,18,High,45
8782,203,2,Medium,79
8783,203,27,Medium,4
8784,735,46,High,13
8785,141,30,Medium,5
8786,482,48,Low,10
8787,387,7,Medium,52
8788,529,28,Low,20
8789,180,26,Medium,8
8790,499,5,Medium,89
8791,859,29,Low,30
8792,836,30,High,26
8793,322,36,Medium,10
8794,978,38,Medium,26
8795,637,38,High,15
8796,226,33,Medium,4
8797,745,11,Low,63
8798,880,20,High,42
8799,692,39,High,16
8800,924,47,Low,19
8801,98,4,Low,22
8802,616,27,Low,24
8803,715,16,High,44
8804,404,12,Low,36
8805,761,25,Medium,26
8806,357,30,Medium,14
8807,934,39,Medium,23
8808,679,41,Medium,14
8809,824,48,High,18
8810,95,9,Low,6
8811,351,30,Medium,8
8812,917,21,Low,40
8813,961,17,Low,53
8814,457,28,Medium,14
8815,238,39,Medium,4
8816,879,48,High,17
8817,178,40,High,7
8818,610,37,Medium,16
8819,586,38,High,17
8820,315,20,Low,16
8821,167,37,High,2
8822,513,19,High,24
8823,193,45,High,6
8824,491,9,Low,47
8825,249,15,Low,17
8826,206,28,Medium,7
8827,536,16,High,30
8828,909,21,Low,41
8829,183,25,Low,10
8830,961,42,Low,18
8831,197,26,Medium,4
8832,385,18,Medium,16
8833,120,13,Medium,8
8834,282,21,High,12
8835,383,26,Low,14
8836,860,37,Medium,21
8837,715,6,Medium,104
8838,139,11,Low,10
8839,383,19,Low,23
8840,248,18,High,14
8841,210,20,High,11
8842,587,39,High,15
8843,170,16,Medium,7
8844,350,25,Medium,13
8845,773,31,Low,24
8846,624,12,High,49
8847,485,36,Low,12
8848,117,27,High,5
8849,814,22,High,35
8850,971,40,High,24
8851,508,12,High,35
8852,563,44,Low,9
8853,447,28,Low,13
8854,669,30,Medium,24
8855,335,43,High,11
8856,610,41,Low,16
8857,189,30,High,5
8858,779,37,High,21
8859,605,22,Medium,29
8860,978,27,Medium,38
8861,830,4,Low,203
8862,639,5,Low,118
8863,777,41,Medium,18
8864,943,3,Low,241
8865,659,9,Low,70
8866,797,39,Medium,17
8867,710,14,High,46
8868,973,29,Medium,32
8869,865,30,High,28
8870,985,39,High,28
8871,627,25,Medium,24
8872,795,25,Low,30
8873,506,36,Medium,15
8874,136,25,Medium,3
8875,128,30,High,4
8876,254,44,Medium,6
8877,840,20,High,41
8878,386,19,Medium,18
8879,353,31,High,12
8880,429,2,Medium,172
8881,179,25,High,5
8882,645,40,Medium,15
8883,325,27,Medium,16
8884,748,14,Medium,51
8885,607,39,High,16
8886,948,14,High,65
8887,232,36,Low,4
8888,317,30,Low,11
8889,857,9,Low,89
8890,371,45,Low,11
8891,561,10,Medium,49
8892,661,49,High,12
8893,127,1,Medium,94
8894,833,13,High,61
8895,388,10,High,36
8896,605,36,Medium,13
8897,558,34,High,15
8898,287,39,Low,5
8899,183,13,Low,18
8900,241,22,High,10
8901,405,33,Medium,9
8902,327,22,Medium,13
8903,67,35,High,3
8904,573,32,Medium,20
8905,229,6,High,33
8906,172,39,High,4
8907,295,36,High,9
8908,783,33,Medium,21
8909,422,8,Low,49
8910,100,14,High,7
8911,120,20,Medium,6
8912,529,14,Low,35
8913,609,12,High,46
8914,68,40,Low,2
8915,823,32,Medium,23
8916,133,28,Low,8
8917,204,12,Low,20
8918,614,45,Medium,11
8919,668,10,High,62
8920,406,39,Medium,5
8921,865,48,Medium,19
8922,696,36,High,17
8923,492,49,High,10
8924,118,32,Medium,2
8925,572,11,High,45
8926,192,10,High,17
8927,241,16,Medium,16
8928,427,34,Medium,10
8929,630,14,Medium,44
8930,584,40,Low,15
8931,742,18,Low,39
8932,342,24,High,11
8933,58,48,Low,5
8934,320,12,Low,21
8935,436,36,Low,16
8936,142,38,High,3
8937,578,11,Low,50
8938,203,25,Medium,8
8939,454,18,Medium,23
8940,889,38,High,25
8941,198,31,High,7
8942,938,24,High,38
8943,316,39,Low,9
8944,471,12,High,37
8945,889,37,High,19
8946,667,43,High,11
8947,521,44,Medium,11
8948,942,39,High,23
8949,596,20,Medium,28
8950,680,49,Medium,13
8951,575,19,High,27
8952,552,32,High,14
8953,63,8,Low,5
8954,827,49,High,18
8955,701,35,High,18
8956,855,37,High,24
8957,413,4,High,95
8958,168,38,High,6
8959,287,38,High,6
8960,595,33,Low,16
8961,218,15,Low,13
8962,571,24,High,24
8963,683,6,Low,107
8964,962,24,Medium,40
8965,706,12,Low,54
8966,784,18,Medium,42
8967,932,8,High,106
8968,818,12,Medium,66
8969,829,4,High,175
8970,920,46,Low,20
8971,565,26,Medium,20
8972,987,20,Medium,53
8973,446,27,Medium,18
8974,915,31,High,27
8975,155,46,High,7
8976,134,9,Low,15
8977,263,15,Low,14
8978,170,48,High,5
8979,181,19,Low,10
8980,246,8,Medium,31
8981,68,2,Medium,30
8982,691,49,Low,9
8983,61,14,Medium,1
8984,130,46,Medium,1
8985,379,49,High,11
8986,915,30,High,31
8987,441,4,High,88
8988,686,24,Low,26
8989,356,20,Low,14
8990,316,30,High,12
8991,496,22,High,25
8992,490,46,Low,11
8993,944,27,Low,33
8994,701,34,Low,19
8995,890,44,Medium,21
8996,51,8,Medium,5
8997,569,12,High,46
8998,811,6,Medium,128
8999,700,7,Medium,87
9000,685,26,Low,25
9001,358,16,Medium,18
9002,789,21,High,37
9003,571,49,Medium,7
9004,518,8,Medium,61
9005,261,27,Medium,8
9006,161,5,High,27
9007,57,16,High,4
9008,853,26,Low,31
9009,526,47,Medium,9
9010,923,20,Low,46
9011,509,4,Low,126
9012,302,20,High,16
9013,575,8,Low,69
9014,801,12,Medium,64
9015,487,31,Low,14
9016,803,4,High,184
9017,903,23,High,39
9018,710,30,High,22
9019,285,21,Medium,13
9020,355,1,Low,178
9021,527,49,Medium,12
9022,728,18,High,37
9023,265,16,High,12
9024,904,24,Medium,35
9025,184,20,Medium,8
9026,954,17,Low,55
9027,178,2,Low,85
9028,459,18,High,26
9029,471,44,Low,11
9030,343,34,Low,13
9031,295,8,Medium,35
9032,750,29,High,25
9033,605,44,Medium,16
9034,135,35,Medium,5
9035,605,8,Low,72
9036,891,43,Low,19
9037,424,15,High,22
9038,495,23,Low,20
9039,427,26,Medium,14
9040,439,42,Low,9
9041,706,46,High,15
9042,291,1,Medium,207
9043,343,46,Medium,8
9044,612,14,High,43
9045,315,26,Medium,9
9046,169,24,Low,7
9047,761,30,Low,26
9048,966,24,Low,41
9049,297,46,Medium,8
9050,119,12,Medium,9
9051,902,14,Low,59
9052,106,46,Low,2
9053,431,4,Medium,91
9054,88,30,High,3
9055,850,34,Low,28
9056,492,25,High,21
9057,67,35,High,1
9058,781,9,Medium,84
9059,874,42,Medium,17
9060,805,7,High,102
9061,401,20,Medium,16
9062,865,4,High,184
9063,347,27,High,11
9064,332,33,Medium,8
9065,635,47,Medium,11
9066,159,37,Low,3
9067,229,27,Medium,7
9068,987,46,Low,22
9069,593,24,Medium,23
9070,795,28,Medium,27
9071,843,30,Medium,28
9072,74,21,Medium,4
9073,892,42,High,19
9074,840,10,Medium,82
9075,787,28,High,28
9076,106,36,Medium,1
9077,229,45,Medium,3
9078,281,44,High,4
9079,943,25,Medium,36
9080,392,32,Low,11
9081,526,20,Low,25
9082,848,23,Medium,31
9083,625,45,Low,13
9084,504,46,Low,11
9085,281,44,Low,6
9086,338,7,Low,46
9087,262,42,High,4
9088,307,47,High,7
9089,579,18,High,31
9090,736,26,Low,28
9091,978,39,Low,24
9092,278,28,High,11
9093,275,49,Low,4
9094,645,23,High,26
9095,852,35,High,23
9096,484,39,High,11
9097,931,25,Low,37
9098,807,42,High,19
9099,451,27,Medium,16
9100,671,21,High,34
9101,815,6,High,129
9102,137,20,Medium,8
9103,633,36,Low,15
9104,942,46,High,20
9105,591,13,Medium,44
9106,733,18,Low,37
9107,358,8,Medium,41
9108,955,34,High,27
9109,392,48,Medium,9
9110,485,32,Low,15
9111,226,31,High,4
9112,188,28,Medium,9
9113,243,5,Low,44
9114,235,36,Low,5
9115,267,30,High,9
9116,213,33,High,8
9117,210,45,High,3
9118,992,39,High,25
9119,574,39,Medium,16
9120,857,46,Low,16
9121,650,49,High,7
9122,885,29,High,31
9123,91,6,High,16
9124,964,23,Medium,37
9125,259,39,Low,6
9126,911,3,High,240
9127,324,4,Low,71
9128,328,36,Medium,6
9129,300,25,Low,12
9130,359,19,High,18
9131,769,6,Low,127
9132,882,36,Medium,25
9133,189,16,Medium,9
9134,841,14,Low,61
9135,595,32,Low,21
9136,870,28,High,30
9137,953,18,High,51
9138,579,32,High,19
9139,106,14,Low,7
9140,54,12,Medium,5
9141,459,8,Low,53
9142,463,39,Medium,14
9143,231,35,Medium,4
9144,62,9,Low,4
9145,388,6,Medium,56
9146,846,42,Low,19
9147,308,39,High,8
9148,139,17,Medium,5
9149,665,33,Low,21
9150,940,7,Medium,134
9151,747,25,Medium,30
9152,299,1,High,155
9153,304,20,Low,10
9154,637,4,High,139
9155,947,24,Medium,37
9156,157,21,Medium,8
9157,717,22,Medium,31
9158,643,3,Low,201
9159,638,18,High,33
9160,534,38,Low,14
9161,307,19,Medium,16
9162,688,36,High,19
9163,952,19,Medium,47
9164,331,21,High,18
9165,253,47,Low,6
9166,65,6,Low,13
9167,200,2,Low,76
9168,985,30,Low,30
9169,303,47,High,4
9170,237,49,High,3
9171,378,24,Medium,15
9172,593,23,High,25
9173,832,32,Medium,27
9174,446,28,Low,12
9175,566,32,High,18
9176,508,43,High,12
9177,379,37,Low,11
9178,869,25,Low,29
9179,894,23,Low,37
9180,218,32,Medium,8
9181,742,23,Medium,30
9182,415,23,High,15
9183,227,1,Low,127
9184,704,9,High,74
9185,411,24,Low,16
9186,809,41,Low,18
9187,688,14,Low,44
9188,824,26,Low,32
9189,89,17,Low,11
9190,973,6,Medium,155
9191,465,47,High,11
9192,404,42,Low,9
9193,304,4,Medium,63
9194,192,36,Medium,5
9195,801,18,Low,48
9196,789,49,Low,14
9197,902,15,Medium,55
9198,759,12,Low,59
9199,626,28,Medium,22
9200,949,41,Low,25
9201,60,10,Medium,6
9202,669,35,Low,19
9203,75,4,Medium,17
9204,470,46,High,11
9205,712,4,Low,141
9206,270,45,Low,6
9207,902,25,Medium,35
9208,545,22,Low,21
9209,286,48,High,8
9210,286,49,High,3
9211,268,32,Medium,7
9212,536,7,Medium,70
9213,985,25,Low,37
9214,510,26,Medium,19
9215,712,26,High,25
9216,684,28,High,20
9217,193,1,Low,99
9218,238,35,High,6
9219,304,35,Medium,8
9220,117,6,Low,20
9221,665,28,Low,23
9222,385,28,Low,13
9223,720,34,Medium,21
9224,870,5,Low,168
9225,923,31,Low,28
9226,458,14,High,29
9227,349,25,High,18
9228,957,38,Low,24
9229,651,35,Medium,18
9230,406,6,Medium,59
9231,305,29,Medium,8
9232,402,48,Medium,8
9233,781,8,High,87
9234,570,42,Medium,14
9235,573,35,Medium,15
9236,886,38,Low,25
9237,999,14,Medium,68
9238,805,15,Medium,54
9239,743,45,Medium,14
9240,333,18,Medium,18
9241,361,4,High,89
9242,148,30,Low,5
9243,246,7,High,31
9244,531,40,Low,15
9245,927,32,Low,30
9246,275,43,Low,3
9247,894,39,Low,22
9248,664,6,High,103
9249,667,19,Low,32
9250,414,38,Medium,7
9251,417,21,Medium,17
9252,619,48,Low,12
9253,639,37,Medium,19
9254,124,1,Medium,68
9255,471,5,Low,78
9256,885,7,Low,113
9257,230,36,High,9
9258,594,43,Low,13
9259,120,27,Low,3
9260,617,15,High,39
9261,249,17,High,11
9262,150,17,Medium,9
9263,817,12,High,65
9264,356,30,Low,11
9265,635,45,High,11
9266,732,16,Low,46
9267,426,10,Medium,42
9268,704,42,Low,17
9269,727,37,High,20
9270,448,46,High,10
9271,822,9,Medium,90
9272,270,8,Low,34
9273,644,27,Medium,26
9274,231,31,Low,5
9275,356,24,Low,13
9276,571,30,Medium,20
9277,445,9,Medium,45
9278,912,33,Medium,28
9279,963,22,Low,42
9280,897,34,Medium,30
9281,853,23,Medium,38
9282,330,17,Medium,21
9283,264,15,High,16
9284,659,21,Medium,31
9285,469,2,High,219
9286,150,33,Low,2
9287,570,42,Low,11
9288,622,18,Medium,38
9289,358,3,High,110
9290,707,49,Low,11
9291,988,13,High,72
9292,980,7,High,141
9293,559,19,Low,26
9294,112,37,High,4
9295,682,15,High,42
9296,275,29,Low,11
9297,154,21,Medium,2
9298,821,6,Medium,121
9299,910,17,High,53
9300,474,36,Medium,10
9301,304,30,Low,10
9302,478,6,Low,68
9303,483,9,Low,57
9304,256,32,High,5
9305,77,40,Low,3
9306,731,18,High,40
9307,385,30,High,15
9308,637,9,Low,70
9309,677,16,Low,41
9310,118,1,High,59
9311,915,38,Low,25
9312,795,20,Medium,39
9313,562,40,High,13
9314,216,35,High,4
9315,913,41,Low,22
9316,779,14,Low,49
9317,834,10,High,84
9318,417,48,High,10
9319,300,36,High,6
9320,908,41,Low,20
9321,980,18,Medium,55
9322,735,37,Medium,19
9323,219,4,Low,44
9324,807,28,High,29
9325,984,22,High,43
9326,139,1,Medium,74
9327,610,12,High,46
9328,495,14,Low,34
9329,343,6,Low,50
9330,968,31,Low,33
9331,199,12,High,15
9332,181,14,High,12
9333,482,45,Medium,10
9334,108,23,Medium,7
9335,885,20,Low,41
9336,248,36,High,4
9337,264,45,High,7
9338,610,22,Low,25
9339,521,30,Medium,15
9340,793,16,Medium,49
9341,296,38,Low,9
9342,431,48,High,8
9343,288,47,Medium,6
9344,976,14,Low,70
9345,416,12,High,32
9346,217,47,Low,2
9347,609,23,High,21
9348,100,11,Medium,11
9349,860,35,High,22
9350,659,14,High,44
9351,1000,14,Low,72
9352,777,44,High,15
9353,738,8,Medium,80
9354,429,4,Low,101
9355,523,14,Low,31
9356,129,30,Low,4
9357,746,7,Low,110
9358,416,24,Low,16
9359,510,31,Low,15
9360,960,42,Low,21
9361,588,12,Medium,48
9362,501,41,Medium,13
9363,513,12,Low,39
9364,527,34,High,16
9365,975,22,Low,43
9366,469,6,Low,71
9367,756,35,Low,21
9368,263,11,High,20
9369,418,9,Medium,42
9370,903,18,High,49
9371,163,33,High,4
9372,803,12,High,66
9373,552,9,High,54
9374,866,24,Medium,31
9375,637,22,High,29
9376,360,12,Medium,26
9377,518,3,Low,144
9378,873,22,Low,39
9379,757,39,Medium,18
9380,912,36,Low,23
9381,93,43,Medium,3
9382,747,48,Low,14
9383,904,17,Low,52
9384,295,49,Medium,6
9385,998,13,Low,74
9386,133,24,High,7
9387,256,18,Low,17
9388,200,18,Low,11
9389,717,42,Low,17
9390,577,37,Medium,17
9391,214,49,High,2
9392,966,31,High,30
9393,194,23,Low,7
9394,86,5,Low,16
9395,382,49,Medium,8
9396,452,28,High,19
9397,463,35,Low,16
9398,94,20,High,1
9399,451,27,Low,16
9400,255,47,Low,6
9401,111,9,Medium,12
9402,469,15,High,29
9403,917,8,High,111
9404,517,39,Low,13
9405,869,4,Low,213
9406,68,4,Medium,15
9407,414,15,Low,27
9408,349,26,High,12
9409,56,20,Medium,1
9410,810,3,High,251
9411,477,47,Medium,12
9412,166,47,High,4
9413,629,14,Low,44
9414,556,36,High,15
9415,595,29,High,18
9416,755,12,Medium,58
9417,374,13,High,29
9418,104,25,Low,5
9419,827,21,Medium,37
9420,91,15,Medium,6
9421,346,40,High,10
9422,280,24,Medium,12
9423,502,33,Low,14
9424,939,10,High,91
9425,443,27,Low,15
9426,571,16,High,34
9427,407,26,High,14
9428,493,39,Medium,12
9429,177,38,Medium,3
9430,740,18,Medium,37
9431,454,35,High,14
9432,441,47,Medium,10
9433,242,31,Low,7
9434,653,8,Medium,78
9435,930,34,Low,24
9436,792,6,Medium,131
9437,127,43,High,5
9438,134,26,Medium,4
9439,79,19,Low,4
9440,774,3,Low,202
9441,98,19,Medium,5
9442,826,45,Low,16
9443,194,2,High,94
9444,118,24,Medium,4
9445,107,46,Low,1
9446,746,20,Medium,36
9447,623,21,Medium,30
9448,528,29,Medium,13
9449,869,23,Medium,35
9450,494,9,Medium,54
9451,345,1,High,181
9452,727,30,Medium,21
9453,220,46,High,8
9454,624,6,Medium,105
9455,196,11,Low,17
9456,533,19,Medium,25
9457,355,40,Medium,8
9458,722,14,Low,48
9459,702,44,High,16
9460,895,3,High,243
9461,658,47,High,15
9462,495,28,High,18
9463,270,33,Low,8
9464,604,19,High,29
9465,994,39,High,22
9466,853,9,High,89
9467,427,3,High,125
9468,669,20,High,34
9469,315,42,Medium,9
9470,144,37,Medium,5
9471,311,26,High,11
9472,874,29,Low,33
9473,946,7,Low,126
9474,268,39,Low,8
9475,582,33,Medium,20
9476,141,23,High,9
9477,176,48,High,5
9478,129,44,Low,4
9479,873,32,Low,28
9480,287,19,Low,14
9481,421,31,High,11
9482,965,29,High,33
9483,535,20,Low,22
9484,743,16,Low,45
9485,74,20,Low,2
9486,205,29,Low,8
9487,566,21,Medium,26
9488,681,13,Low,51
9489,838,38,Low,23
9490,579,27,Medium,20
9491,992,4,Medium,231
9492,759,19,Medium,36
9493,106,44,Medium,3
9494,654,38,Low,15
9495,68,16,High,2
9496,433,46,High,11
9497,914,4,High,193
9498,242,48,High,4
9499,286,13,High,23
9500,475,22,Medium,19
9501,326,18,Medium,16
9502,276,27,High,11
9503,794,40,Low,20
9504,601,42,Low,10
9505,372,20,High,21
9506,202,22,Low,8
9507,688,8,Medium,81
9508,286,3,Medium,85
9509,104,32,Low,5
9510,485,4,High,118
9511,733,36,Medium,19
9512,158,27,Low,10
9513,915,10,Low,90
9514,233,27,Medium,9
9515,1000,9,Medium,100
9516,417,22,High,17
9517,247,40,Low,5
9518,420,23,High,20
9519,422,8,Medium,51
9520,546,36,Low,16
9521,648,10,Medium,65
9522,250,37,Medium,7
9523,898,24,Medium,38
9524,558,23,High,25
9525,324,35,High,12
9526,260,2,Medium,96
9527,553,15,Medium,36
9528,952,43,Low,20
9529,167,1,Medium,89
9530,752,27,Low,23
9531,603,36,Low,16
9532,91,31,High,3
9533,364,38,Low,11
9534,837,36,Low,22
9535,378,34,Medium,16
9536,332,32,High,7
9537,992,20,Low,49
9538,307,24,Low,12
9539,624,36,High,20
9540,623,43,Medium,11
9541,661,14,Low,46
9542,68,17,High,5
9543,578,46,Medium,11
9544,472,9,High,51
9545,515,33,Low,13
9546,422,49,Medium,10
9547,807,41,Low,17
9548,812,37,Low,20
9549,130,11,Medium,13
9550,600,43,Medium,14
9551,597,26,Medium,20
9552,473,44,Low,11
9553,478,17,Medium,23
9554,437,4,Medium,105
9555,970,24,Medium,43
9556,758,14,High,52
9557,719,36,Medium,21
9558,245,34,High,6
9559,777,44,Low,17
9560,334,23,High,12
9561,245,38,Medium,6
9562,356,42,High,7
9563,713,35,Low,24
9564,63,25,High,1
9565,886,31,Medium,29
9566,195,35,Medium,4
9567,987,13,Low,75
9568,772,47,Low,15
9569,829,23,Low,36
9570,259,35,Low,7
9571,578,37,Medium,16
9572,847,33,High,23
9573,393,27,Medium,13
9574,764,44,Medium,17
9575,660,22,Medium,30
9576,328,3,High,84
9577,258,42,Medium,2
9578,690,34,Medium,19
9579,384,42,Medium,7
9580,337,7,High,41
9581,301,2,High,120
9582,314,46,Low,6
9583,320,8,Medium,36
9584,973,40,Medium,21
9585,969,41,High,24
9586,749,35,High,18
9587,468,7,Medium,61
9588,775,33,Low,24
9589,844,44,Low,19
9590,260,21,Medium,14
9591,414,21,Low,19
9592,125,22,Low,9
9593,709,5,Medium,140
9594,370,44,Low,10
9595,774,43,High,16
9596,482,49,Medium,8
9597,158,29,High,8
9598,690,37,Medium,16
9599,571,10,High,51
9600,96,33,Low,1
9601,428,32,High,15
9602,876,45,High,16
9603,145,41,High,6
9604,152,46,High,3
9605,941,43,High,21
9606,903,43,Medium,20
9607,195,4,High,49
9608,929,42,High,21
9609,991,30,Medium,30
9610,977,19,Medium,50
9611,76,3,Low,19
9612,781,34,High,26
9613,579,17,High,35
9614,728,23,Low,31
9615,994,34,High,31
9616,477,41,Medium,12
9617,633,23,High,27
9618,871,20,High,43
9619,528,12,Medium,40
9620,815,19,High,44
9621,211,6,Medium,29
9622,888,48,Medium,19
9623,981,29,Low,30
9624,451,7,Medium,61
9625,557,18,Low,30
9626,87,27,Medium,6
9627,560,27,Low,19
9628,442,2,Low,161
9629,762,47,Low,13
9630,543,14,Low,38
9631,249,1,High,136
9632,304,4,Medium,60
9633,228,29,Medium,4
9634,596,7,Medium,76
9635,643,3,Medium,210
9636,438,19,Low,24
9637,447,31,High,17
9638,781,6,Medium,123
9639,207,16,Medium,14
9640,53,21,Medium,6
9641,216,8,Low,25
9642,517,25,Medium,20
9643,458,5,Medium,92
9644,461,3,High,138
9645,253,26,Low,11
9646,284,5,Medium,52
9647,767,21,Low,37
9648,199,45,Medium,4
9649,208,36,Medium,3
9650,328,40,Low,10
9651,865,43,High,18
9652,453,48,Low,9
9653,942,38,Low,22
9654,727,30,High,22
9655,360,18,Low,21
9656,117,9,High,12
9657,512,34,High,13
9658,266,23,Low,12
9659,184,25,High,7
9660,746,22,High,33
9661,400,21,High,18
9662,189,25,High,8
9663,667,18,Low,33
9664,182,37,Medium,5
9665,669,43,Low,16
9666,227,44,Medium,7
9667,859,12,High,70
9668,407,44,Low,6
9669,429,17,Medium,25
9670,957,16,High,57
9671,920,36,Low,23
9672,707,15,Medium,43
9673,499,3,Low,138
9674,635,19,Medium,35
9675,512,36,Low,15
9676,157,17,Low,7
9677,171,31,Medium,8
9678,66,33,Low,4
9679,245,36,Low,7
9680,376,44,High,3
9681,367,22,Medium,14
9682,858,9,Low,93
9683,528,16,Medium,35
9684,301,22,Low,16
9685,552,35,Medium,13
9686,168,1,Medium,98
9687,723,16,High,43
9688,759,39,High,19
9689,547,33,Medium,13
9690,535,36,Low,12
9691,94,40,Medium,6
9692,363,39,Low,8
9693,228,34,Medium,6
9694,943,22,High,47
9695,467,49,High,8
9696,605,28,Low,18
9697,832,10,Medium,74
9698,127,15,Low,8
9699,375,34,High,9
9700,739,46,Medium,15
9701,406,9,High,41
9702,465,5,High,98
9703,564,44,Medium,14
9704,263,45,Low,3
9705,903,14,Medium,61
9706,123,19,High,7
9707,612,33,High,20
9708,628,17,High,33
9709,558,43,High,9
9710,381,6,Low,61
9711,142,2,Medium,48
9712,737,11,Medium,64
9713,706,15,Low,47
9714,568,6,Low,88
9715,318,4,High,74
9716,425,38,Medium,7
9717,883,9,Medium,96
9718,187,19,Low,10
9719,280,33,High,12
9720,649,12,High,54
9721,578,12,Medium,46
9722,101,29,High,5
9723,695,28,Low,27
9724,772,38,Low,18
9725,374,38,Medium,9
9726,780,23,Low,32
9727,766,44,Low,14
9728,772,31,Low,23
9729,326,49,Low,9
9730,585,41,High,14
9731,535,3,Low,167
9732,565,16,Low,35
9733,201,29,High,8
9734,532,36,Medium,13
9735,308,27,Medium,10
9736,373,39,Low,7
9737,918,14,Medium,62
9738,217,10,High,22
9739,737,3,Low,197
9740,359,29,High,10
9741,852,34,Medium,27
9742,528,16,Medium,30
9743,105,31,Low,6
9744,669,3,Medium,185
9745,522,5,Low,87
